City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Astoria,US,46.1879,-123.8313,47.93,87,0,5.75,clear sky
346,Anqing,CN,30.5092,117.0506,62.38,73,7,10.22,clear sky
347,Buchanan,LR,5.8808,-10.0467,83.03,72,68,9.6,broken clouds
348,Tuku,TW,23.6778,120.3926,74.75,86,100,7.0,overcast clouds
349,Vrangel,RU,42.7297,133.0839,46.29,93,100,3.65,moderate rain
350,Rio Grande,BR,-32.035,-52.0986,71.71,60,55,4.05,broken clouds
351,Umm Lajj,SA,25.0213,37.2685,85.69,56,0,2.98,clear sky
352,Hervey Bay,AU,-25.2986,152.8535,70.02,97,94,8.01,overcast clouds
353,Along,IN,28.1667,94.7667,70.57,100,100,0.89,overcast clouds
354,Seredka,RU,58.1584,28.1858,56.95,69,76,11.45,light rain
355,Khonsa,IN,27.0167,95.5667,65.97,98,100,2.98,overcast clouds
356,Bulungu,CD,-4.55,18.6,79.0,80,84,1.3,light rain
357,Muzhi,RU,65.3667,64.6667,55.13,61,78,7.81,broken clouds
358,Westport,US,41.1415,-73.3579,76.44,89,74,4.0,broken clouds
359,Pangody,RU,65.85,74.4859,35.98,96,86,6.53,overcast clouds
360,Kuala Sungai Baru,MY,2.3594,102.0353,81.88,82,99,5.66,overcast clouds
361,Brunsbuttel,DE,53.9,9.15,60.33,73,98,7.0,overcast clouds
362,Oistins,BB,13.0667,-59.5333,86.09,66,20,23.02,few clouds
363,Bairiki,KI,1.3292,172.9752,78.8,83,75,2.3,broken clouds
364,Royan,FR,45.6285,-1.0281,75.81,71,21,7.72,few clouds
365,Tevriz,RU,57.509,72.4042,58.96,46,31,5.23,scattered clouds
366,Morgan City,US,29.6994,-91.2068,82.99,65,84,7.23,broken clouds
367,Nanortalik,GL,60.1432,-45.2371,32.88,91,100,6.02,overcast clouds
368,Marsh Harbour,BS,26.5412,-77.0636,78.89,69,0,12.8,moderate rain
369,Mporokoso,ZM,-9.3727,30.125,68.9,58,74,4.68,broken clouds
370,Brae,GB,60.3964,-1.353,47.43,72,79,16.78,broken clouds
371,Brus,RS,43.3836,21.0336,75.15,58,12,3.91,few clouds
372,San Juan,AR,-31.5375,-68.5364,67.19,54,26,20.56,scattered clouds
373,Guatire,VE,10.4762,-66.5427,87.21,48,72,5.21,broken clouds
374,Loandjili,CG,-4.7561,11.8578,79.68,83,69,7.72,broken clouds
375,Gbadolite,CD,4.2833,21.0167,84.7,58,71,3.76,broken clouds
376,Fort Nelson,CA,58.8053,-122.7002,47.79,61,75,2.3,broken clouds
377,Faya,SA,18.3851,42.4509,79.32,20,4,9.6,clear sky
378,Volchikha,RU,52.0333,80.3833,63.93,41,35,6.91,scattered clouds
379,San Felipe,VE,10.3399,-68.7425,92.35,40,47,5.35,scattered clouds
380,Tombouctou,ML,20.0,-3.0,104.16,6,33,22.1,scattered clouds
381,Kalabo,ZM,-14.97,22.6814,72.9,41,0,2.73,clear sky
382,Kalmar,SE,56.6616,16.3616,57.15,83,93,5.99,overcast clouds
383,Balabac,PH,7.9868,117.0645,81.45,79,99,2.91,overcast clouds
384,Guerrero Negro,MX,27.9769,-114.0611,69.66,41,47,7.92,scattered clouds
385,Husavik,IS,66.0449,-17.3389,33.82,99,99,9.37,light snow
386,Katangli,RU,51.7102,143.2326,30.22,99,99,6.11,overcast clouds
387,Epernay,FR,49.05,3.95,70.88,53,2,6.2,clear sky
388,Luwuk,ID,-0.9516,122.7875,77.88,87,100,2.15,overcast clouds
389,Manaus,BR,-3.1019,-60.025,88.29,70,40,9.22,scattered clouds
390,Aklavik,CA,68.2191,-135.0107,33.75,89,100,15.66,overcast clouds
391,Almeirim,BR,-1.5233,-52.5817,85.59,67,70,3.69,broken clouds
392,Sibolga,ID,1.7427,98.7792,78.37,84,66,2.46,broken clouds
393,Jiujiang,CN,29.7333,115.9833,66.49,69,61,14.76,broken clouds
394,Ostrovnoy,RU,68.0531,39.5131,48.29,78,100,1.59,overcast clouds
395,Vilhena,BR,-12.7406,-60.1458,82.62,65,20,9.22,few clouds
396,Ulaanbaatar,MN,47.9077,106.8832,30.33,64,0,6.71,clear sky
397,Umm Kaddadah,SD,13.6017,26.6876,100.42,14,30,8.01,scattered clouds
398,Laguna,US,38.421,-121.4238,68.29,58,0,5.75,clear sky
399,Itoigawa,JP,37.0333,137.85,65.5,99,100,3.02,moderate rain
400,Sibiti,CG,-3.6819,13.3499,76.1,92,84,1.16,moderate rain
401,Malinovoye Ozero,RU,51.6753,79.7825,65.43,38,12,5.14,few clouds
402,Rocha,UY,-34.4833,-54.3333,64.35,51,48,6.55,scattered clouds
403,Mantua,IT,45.1667,10.7833,85.08,42,41,5.01,scattered clouds
404,Gigmoto,PH,13.7796,124.39,80.55,86,15,7.7,few clouds
405,Ust-Kulom,RU,61.6864,53.6902,53.8,70,70,5.55,broken clouds
406,Nuevo Ideal,MX,24.8875,-105.0728,77.61,24,2,3.2,clear sky
407,Ponta Do Sol,PT,32.6667,-17.1,75.0,74,5,6.08,clear sky
408,Acapulco,MX,16.8634,-99.8901,87.62,66,75,5.75,broken clouds
409,Teguldet,RU,57.3064,88.1667,54.73,38,1,5.41,clear sky
410,Livani,LV,56.3543,26.1758,55.56,52,100,11.72,overcast clouds
411,Vestmanna,FO,62.1564,-7.1664,43.72,70,75,19.57,broken clouds
412,Padang,ID,-0.9492,100.3543,78.66,84,79,3.27,broken clouds
413,Ancud,CL,-41.8697,-73.8203,50.45,68,99,3.62,overcast clouds
414,Tarpa,HU,48.1048,22.5374,64.02,77,69,6.98,broken clouds
415,Zhezkazgan,KZ,47.8043,67.7144,63.73,48,59,11.36,broken clouds
416,Harper,LR,4.375,-7.7169,84.07,71,100,6.11,overcast clouds
417,Faanui,PF,-16.4833,-151.75,81.16,71,10,15.17,light rain
418,Talakan,RU,50.3167,130.3667,38.05,74,19,1.97,few clouds
419,Nuuk,GL,64.1835,-51.7216,27.21,74,75,9.22,broken clouds
420,Dunedin,NZ,-45.8742,170.5036,52.81,72,100,5.37,light rain
421,Te Anau,NZ,-45.4167,167.7167,50.83,96,100,3.18,light rain
422,Bambanglipuro,ID,-7.95,110.2833,80.04,86,94,1.97,light rain
423,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,78,99,7.49,light rain
424,Gamboula,CF,4.1178,15.1393,83.21,59,98,3.91,overcast clouds
425,Turayf,SA,31.6725,38.6637,82.65,21,0,13.8,clear sky
426,Tabasco,MX,18.0,-92.6667,85.06,69,75,0.0,broken clouds
427,Mkushi,ZM,-13.6202,29.3939,65.97,60,16,7.67,few clouds
428,Conceicao Do Araguaia,BR,-8.2578,-49.2647,89.83,50,7,4.5,clear sky
429,Bulawayo,ZW,-20.15,28.5833,65.75,27,1,7.72,clear sky
430,Tura,IN,25.5198,90.2201,73.0,97,99,6.2,overcast clouds
431,Sorong,ID,-0.8833,131.25,80.11,86,100,4.18,moderate rain
432,Cayenne,GF,4.9333,-52.3333,86.09,23,75,12.66,broken clouds
433,Wasilla,US,61.5814,-149.4394,38.75,92,100,4.61,light rain
434,Biloela,AU,-24.4167,150.5,66.13,94,96,5.3,overcast clouds
435,Pampa,US,35.5362,-100.9599,75.24,31,0,19.57,clear sky
436,Kathmandu,NP,27.7167,85.3167,75.42,73,75,9.22,drizzle
437,Erdenet,MN,49.0333,104.0833,42.08,39,39,0.47,scattered clouds
438,Saint Leonard,CA,47.173,-67.9247,86.32,32,40,12.35,scattered clouds
439,Tayga,RU,56.06,85.6197,54.52,36,1,4.25,clear sky
440,Alekseyevka,RU,50.6309,38.6903,57.83,64,55,12.91,broken clouds
441,Izhma,RU,65.0083,53.9113,52.66,70,97,5.88,overcast clouds
442,Khromtau,KZ,50.2503,58.4347,52.72,84,100,23.6,overcast clouds
443,North Platte,US,41.1239,-100.7654,69.12,26,0,18.01,clear sky
444,Inirida,CO,3.8653,-67.9239,83.08,84,58,2.37,broken clouds
445,Pochutla,MX,15.7432,-96.4661,91.81,40,76,6.71,broken clouds
446,Chifeng,CN,42.2683,118.9636,41.68,35,10,7.47,clear sky
447,Namatanai,PG,-3.6667,152.4333,78.82,81,76,5.44,broken clouds
448,Luanda,AO,-8.8368,13.2343,78.62,80,52,8.46,broken clouds
449,Victoria,HK,22.2855,114.1577,77.95,96,94,1.99,light rain
450,Lalibela,ET,12.0333,39.0333,72.03,26,4,8.14,clear sky
451,Morant Bay,JM,17.8815,-76.4093,82.71,82,100,12.73,overcast clouds
452,Santa Cruz,BO,-17.8,-63.1667,84.25,48,20,21.85,few clouds
453,Recas,RO,45.7989,21.5008,83.82,42,20,6.91,light rain
454,Dingle,PH,10.9995,122.6711,79.29,84,18,2.68,few clouds
455,Methoni,GR,36.8197,21.7049,69.66,74,89,7.34,overcast clouds
456,Urucara,BR,-2.5364,-57.76,83.48,79,94,4.99,overcast clouds
457,Ballina,AU,-28.8667,153.5667,69.78,85,97,14.54,overcast clouds
458,Palmer,US,42.1584,-72.3287,80.58,63,40,5.01,scattered clouds
459,Salinopolis,BR,-0.6136,-47.3561,84.34,71,45,6.91,scattered clouds
460,Znin,PL,52.8496,17.7199,58.84,74,100,10.25,overcast clouds
461,Torit,SS,4.4133,32.5678,85.48,46,91,2.73,overcast clouds
462,Fuerte,PH,17.5381,120.3644,82.81,76,84,4.45,broken clouds
463,Magnor,SE,59.9511,12.1996,56.93,52,96,13.18,overcast clouds
464,Goulburn,AU,-34.75,149.7167,54.7,97,9,2.35,clear sky
465,Lakes Entrance,AU,-37.8811,147.981,58.15,96,100,5.75,overcast clouds
466,Richards Bay,ZA,-28.783,32.0377,68.99,86,18,5.06,few clouds
467,Fonte Boa,BR,-2.4959,-66.2662,87.71,59,78,4.74,broken clouds
468,Marabba,SD,12.35,32.1833,103.68,19,3,9.73,clear sky
469,Sturgeon Falls,CA,46.3646,-79.9326,80.56,46,84,8.7,broken clouds
470,Port Hedland,AU,-20.3167,118.5667,75.25,100,7,4.61,clear sky
471,Raub,MY,3.7899,101.857,76.17,95,98,0.49,overcast clouds
472,Seydi,TM,39.4816,62.9137,76.23,32,97,15.17,overcast clouds
473,Alibag,IN,18.6411,72.8792,86.07,75,8,7.54,clear sky
474,Innisfail,AU,-17.5333,146.0333,69.76,88,2,4.47,clear sky
475,Mildura,AU,-34.2,142.15,60.08,86,100,10.74,overcast clouds
476,Yankton,US,42.8711,-97.3973,69.12,48,0,12.66,clear sky
477,Nicoya,CR,10.1483,-85.452,86.61,58,32,9.91,scattered clouds
478,Mnogovershinnyy,RU,53.9353,139.9242,31.8,92,55,1.63,broken clouds
479,Ajdabiya,LY,30.7554,20.2263,69.39,55,0,20.45,clear sky
480,Rabo De Peixe,PT,37.8,-25.5833,63.91,77,40,12.66,light rain
481,Acarau,BR,-2.8856,-40.12,82.18,81,97,15.93,overcast clouds
482,Haines Junction,CA,60.7522,-137.5108,39.15,52,100,2.3,overcast clouds
483,Kuhdasht,IR,33.535,47.6061,66.15,25,2,18.97,clear sky
484,Wattegama,LK,6.7989,81.4808,79.11,76,100,10.63,overcast clouds
485,Okakarara,NA,-20.5833,17.4333,73.96,15,0,4.05,clear sky
486,Mocuba,MZ,-16.8392,36.9856,68.27,92,8,4.23,clear sky
487,Sindor,RU,62.8629,51.8905,53.2,67,87,4.54,overcast clouds
488,Tibu,CO,8.639,-72.7358,93.52,46,26,2.84,scattered clouds
489,Arua,UG,3.0201,30.9111,74.57,58,98,3.2,overcast clouds
490,Olafsvik,IS,64.8945,-23.7142,35.82,67,98,20.38,overcast clouds
491,Kavaratti,IN,10.5669,72.642,84.94,74,90,13.91,light rain
492,Coahuayana,MX,18.7333,-103.6833,91.06,39,100,3.0,overcast clouds
493,Tazovskiy,RU,67.4667,78.7,34.81,99,100,8.08,overcast clouds
494,Litovko,RU,49.2361,135.1742,43.16,60,1,1.16,clear sky
495,Sulangan,PH,11.1373,123.7228,82.99,76,100,4.05,overcast clouds
496,Paoua,CF,7.2427,16.4406,94.51,31,81,8.39,broken clouds
497,Gidam,IN,18.9833,81.4,86.9,52,86,3.09,overcast clouds
498,Cabo San Lucas,MX,22.8909,-109.9124,87.62,69,0,6.91,clear sky
499,Poli,TZ,-3.3333,36.8,63.16,74,76,6.02,broken clouds
500,Menongue,AO,-14.6585,17.691,73.02,44,7,2.46,clear sky
501,Sansepolcro,IT,43.5747,12.143,78.3,39,13,6.69,few clouds
502,Suluq,LY,31.6682,20.2521,72.07,34,39,19.84,scattered clouds
503,Dawlatabad,AF,36.4141,64.9053,76.89,33,89,16.44,overcast clouds
504,Yar-Sale,RU,66.8333,70.8333,37.02,100,100,8.03,overcast clouds
505,Abriaqui,CO,6.6315,-76.0644,67.48,75,94,0.36,overcast clouds
506,Bridlington,GB,54.0831,-0.1919,65.89,68,65,20.51,broken clouds
507,Sur,OM,22.5667,59.5289,91.6,40,3,4.59,clear sky
508,Hakui,JP,36.8833,136.7833,65.23,99,100,4.41,light rain
509,Ingleside,US,27.8778,-97.2117,87.8,58,40,13.8,scattered clouds
510,Bolshoye Selo,RU,57.7177,38.9334,50.11,82,97,14.9,light rain
511,Russell,US,32.3502,-85.1999,74.97,72,75,6.91,broken clouds
512,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,41,20,23.02,few clouds
513,Hamilton,US,39.1834,-84.5333,80.76,56,0,9.22,clear sky
514,Katobu,ID,-4.9408,122.5276,76.05,92,70,2.66,broken clouds
515,Port Hawkesbury,CA,45.6169,-61.3485,70.92,58,75,9.22,broken clouds
516,Kenora,CA,49.8167,-94.4337,65.37,72,75,21.85,broken clouds
517,Oussouye,SN,12.485,-16.5469,95.18,45,100,10.0,overcast clouds
518,Namtsy,RU,62.7161,129.6658,33.31,86,100,9.17,overcast clouds
519,Awbari,LY,26.5921,12.7805,80.96,17,0,11.07,clear sky
520,Uspantan,GT,15.3833,-90.8333,59.59,47,4,3.89,clear sky
521,Bandarban,BD,22.1965,92.2262,83.91,96,79,4.45,broken clouds
522,Half Moon Bay,US,37.4636,-122.4286,65.1,67,0,11.5,clear sky
523,Kilindoni,TZ,-7.9139,39.6668,80.08,71,89,13.15,overcast clouds
524,Wajima,JP,37.4,136.9,61.07,98,100,6.29,moderate rain
525,Nyurba,RU,63.2842,118.3319,29.12,92,64,6.71,broken clouds
526,Plouzane,FR,48.3833,-4.6167,64.58,55,0,13.8,clear sky
527,Padrauna,IN,26.9025,83.9819,92.5,40,8,9.73,clear sky
528,Gariaband,IN,20.635,82.0614,90.84,33,64,5.28,broken clouds
529,Luang Prabang,LA,19.8856,102.1347,74.39,98,30,2.17,scattered clouds
530,Alofi,NU,-19.0595,-169.9187,73.29,68,100,9.22,overcast clouds
531,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,39.79,100,100,6.71,light intensity drizzle
532,Weiser,US,44.251,-116.9693,53.31,51,94,5.01,overcast clouds
533,Chimbote,PE,-9.0853,-78.5783,68.63,74,79,8.75,broken clouds
534,Santiago,CL,-33.4569,-70.6483,70.99,49,0,3.44,haze
535,Alice Springs,AU,-23.7,133.8833,53.15,54,14,0.0,few clouds
536,Panama City,PA,8.9936,-79.5197,92.44,68,40,8.05,scattered clouds
537,Zlobin,HR,45.2924,14.6541,69.67,53,20,4.61,few clouds
538,Mackenzie,CA,55.2999,-123.1698,43.02,65,0,0.0,clear sky
539,Cabra,ES,37.4725,-4.4421,84.92,25,12,11.39,few clouds
540,Blythe,US,33.6103,-114.5964,79.03,12,0,3.44,clear sky
541,Kalmunai,LK,7.4167,81.8167,84.25,70,100,4.65,overcast clouds
542,Kashi,CN,39.4547,75.9797,61.81,59,98,8.95,overcast clouds
543,Ponta Delgada,PT,37.7333,-25.6667,65.12,77,40,12.66,scattered clouds
544,San Jeronimo,PE,-11.9472,-75.2829,58.03,53,33,3.27,scattered clouds
545,Barcelos,PT,41.5388,-8.6151,85.91,41,73,7.76,broken clouds
546,Panguna,PG,-6.3164,155.4848,67.84,96,75,1.9,broken clouds
547,Maumere,ID,-8.6199,122.2111,80.13,81,60,5.19,broken clouds
548,Aquiraz,BR,-3.9014,-38.3911,80.69,86,98,8.25,overcast clouds
549,Taltal,CL,-25.4,-70.4833,64.27,69,49,6.6,scattered clouds
550,Vung Tau,VN,10.346,107.0843,83.95,81,100,10.96,overcast clouds
551,Minab,IR,27.1467,57.0801,86.32,48,0,0.0,haze
552,Bitung,ID,1.4451,125.1824,79.65,85,100,4.94,light rain
553,Natal,BR,-5.795,-35.2094,79.45,94,75,12.66,light rain
554,Lahat,ID,-3.8,103.5333,76.73,89,100,1.66,overcast clouds
555,Maneadero,MX,31.7167,-116.5667,66.09,68,84,1.99,broken clouds
556,Zhigansk,RU,66.7697,123.3711,20.62,81,29,11.48,scattered clouds
557,San Patricio,US,28.017,-97.5169,87.87,46,5,10.6,clear sky
558,Kamenka,RU,51.3223,42.7678,56.71,65,100,14.52,overcast clouds
559,Jardim,BR,-21.4803,-56.1381,84.7,43,0,6.02,clear sky
560,Bunbury,AU,-33.3333,115.6333,58.53,73,83,13.06,broken clouds
561,Mackay,AU,-21.15,149.2,71.69,87,0,5.48,clear sky
562,Kannur,IN,11.8675,75.3576,80.49,83,89,7.05,light rain
563,Wadi Musa,JO,30.3222,35.4793,78.55,18,1,7.23,clear sky
564,Vaitape,PF,-16.5167,-151.75,81.19,71,10,15.08,light rain
565,Dingtao,CN,35.0683,115.5625,58.48,28,93,1.59,overcast clouds
566,Muravlenko,RU,63.7898,74.523,55.35,68,95,6.93,overcast clouds
567,Coquimbo,CL,-29.9533,-71.3436,60.53,72,20,5.75,few clouds
568,Cairns,AU,-16.9167,145.7667,71.55,94,75,0.0,broken clouds
569,Oyem,GA,1.5995,11.5793,78.19,77,44,3.29,light rain
570,Tommot,RU,58.9564,126.2925,36.66,100,99,2.86,light rain
571,Carutapera,BR,-1.195,-46.02,83.73,77,19,5.99,few clouds
572,Vadamadurai,IN,10.4667,78.0833,81.03,68,79,9.22,broken clouds
573,Sampit,ID,-2.5333,112.95,75.2,97,80,2.08,broken clouds
574,Srandakan,ID,-7.9386,110.2506,80.22,85,93,2.06,moderate rain
575,Palamos,ES,41.8484,3.1291,76.98,51,38,7.4,scattered clouds
576,Senneterre,CA,48.3835,-77.2328,77.65,52,71,10.87,broken clouds
577,Ibotirama,BR,-12.1853,-43.2206,99.0,22,2,3.04,clear sky
578,The Valley,AI,18.217,-63.0578,82.26,78,40,14.97,scattered clouds
579,Arman,RU,59.7,150.1667,35.02,98,100,4.05,light snow
580,Vardo,NO,70.3705,31.1107,37.38,81,0,14.97,clear sky
581,Goderich,CA,43.7501,-81.7165,73.72,60,10,12.66,clear sky
582,Alta Floresta,BR,-9.8756,-56.0861,91.22,49,20,2.3,few clouds
583,Margate,GB,51.3813,1.3862,66.87,58,68,16.4,broken clouds
584,Oranjemund,NA,-28.55,16.4333,57.43,81,31,15.48,scattered clouds
585,Ugoofaaru,MV,5.6667,73.0,83.84,78,100,20.18,overcast clouds
586,Naze,JP,28.3667,129.4833,70.72,91,100,21.61,light rain
587,Khakurinokhabl,RU,45.0201,40.2291,56.79,74,0,7.16,clear sky
588,Galesong,ID,-5.3166,119.3661,75.22,85,93,4.52,overcast clouds
589,Kedougou,SN,12.5579,-12.1743,106.38,27,0,9.22,clear sky
590,Great Yarmouth,GB,52.6083,1.7305,69.46,65,70,15.97,broken clouds
591,Andenes,NO,69.3143,16.1194,40.98,93,75,8.05,broken clouds
592,Dutlwe,BW,-23.9833,23.9,71.78,22,9,6.96,clear sky
593,Qasigiannguit,GL,68.8193,-51.1922,25.05,68,57,2.59,broken clouds
594,Mahibadhoo,MV,3.7833,72.9667,82.09,79,100,18.97,overcast clouds
595,Xuchang,CN,34.0167,113.8167,57.81,37,100,5.26,overcast clouds
596,Khurja,IN,28.25,77.85,96.89,8,0,5.79,clear sky
597,Huron,US,41.1501,-82.5499,78.78,63,88,9.15,overcast clouds
598,Okhotsk,RU,59.3833,143.3,33.12,99,100,8.72,snow
599,Adrar,MR,20.5022,-10.0711,105.6,6,33,9.78,scattered clouds
600,Olinda,BR,-8.0089,-34.8553,83.93,74,20,8.05,few clouds
601,Tabou,CI,4.423,-7.3528,83.93,71,100,6.71,overcast clouds
602,Sibu,MY,2.3,111.8167,75.51,94,40,4.61,scattered clouds
603,Ust-Kuyga,RU,70.0167,135.6,0.14,99,27,2.53,scattered clouds
604,Shawnee,US,39.05,-95.7669,72.84,78,0,10.36,clear sky
605,Umea,SE,63.8284,20.2597,57.13,44,0,12.66,clear sky
606,Bani,DO,18.2833,-70.3333,85.44,72,99,14.92,overcast clouds
607,Lagos,NG,6.5833,3.75,89.92,66,95,10.04,overcast clouds
608,Lavrentiya,RU,65.5833,-171.0,17.24,81,10,4.07,clear sky
609,Codrington,AU,-38.2667,141.9667,61.84,75,100,11.34,light rain
610,Levelland,US,33.5873,-102.378,79.2,7,0,7.63,clear sky
611,Pitimbu,BR,-7.4706,-34.8086,84.79,69,32,12.03,scattered clouds
612,Saint-Joseph,RE,-21.3667,55.6167,70.18,70,4,5.86,clear sky
613,Ahipara,NZ,-35.1667,173.1667,53.08,80,14,0.96,few clouds
614,Flin Flon,CA,54.7682,-101.865,44.44,57,100,9.22,overcast clouds
615,San Vicente,AR,-26.6167,-54.1333,73.18,43,0,4.45,clear sky
616,Orotukan,RU,62.2667,151.7,33.89,86,100,9.57,overcast clouds
617,Srednekolymsk,RU,67.45,153.6833,30.81,86,69,4.63,broken clouds
618,Kosh-Agach,RU,50.0,88.6667,49.87,32,23,4.12,few clouds
619,Huarmey,PE,-10.0681,-78.1522,69.44,75,52,9.53,broken clouds
620,Corn Island,NI,12.1694,-83.0418,80.82,80,93,17.31,overcast clouds
621,Mount Vernon,US,40.9126,-73.8371,74.14,84,100,8.05,overcast clouds
622,Karatuzskoye,RU,53.6072,92.8667,52.97,39,5,3.38,clear sky
623,Farafenni,GM,13.5667,-15.6,102.61,18,100,6.78,overcast clouds
624,Batticaloa,LK,7.7102,81.6924,85.15,68,94,3.4,overcast clouds
625,Taunton,GB,51.0211,-3.1047,68.11,61,97,5.99,overcast clouds
626,Komarno,SK,47.7636,18.1226,73.56,66,94,9.91,overcast clouds
627,Gweru,ZW,-19.45,29.8167,62.55,40,1,7.27,clear sky
628,Kazerun,IR,29.6195,51.6541,76.28,16,0,8.68,clear sky
629,Gol,NO,60.7014,8.9457,51.57,66,100,12.84,overcast clouds
630,Gore,NZ,-46.1028,168.9436,50.4,82,100,4.61,moderate rain
631,West Bay,KY,19.3667,-81.4167,84.99,74,40,5.75,scattered clouds
632,Kununurra,AU,-15.7667,128.7333,71.58,83,83,0.0,broken clouds
633,Chernyshevskiy,RU,63.0128,112.4714,25.77,94,93,2.8,overcast clouds
634,Cochrane,CA,51.1834,-114.4687,53.01,37,100,12.66,overcast clouds
635,Nueva Loja,EC,0.0847,-76.8828,78.82,83,100,5.75,overcast clouds
636,Gimli,CA,50.6336,-96.9907,46.42,87,67,17.27,broken clouds
637,Xinyu,CN,27.8043,114.9334,64.33,91,62,6.6,broken clouds
638,Corrales,US,35.2378,-106.6067,73.81,11,0,8.05,clear sky
639,Pangkalanbuun,ID,-2.6833,111.6167,77.31,90,87,0.83,overcast clouds
640,Jinchang,CN,38.4953,102.1739,41.34,82,100,6.76,light rain
641,Boa Vista,BR,2.8197,-60.6733,78.78,89,100,3.44,overcast clouds
642,Barcelona,ES,41.3888,2.159,83.71,63,0,8.05,clear sky
643,Murray Bridge,AU,-35.1167,139.2667,66.13,65,100,14.18,light rain
644,Harwich,GB,51.9419,1.2844,69.51,57,89,14.14,overcast clouds
645,Hayden,US,47.766,-116.7866,44.55,67,75,12.66,broken clouds
646,Cooma,AU,-36.2333,149.1333,47.97,100,100,3.44,overcast clouds
647,Svetlogorsk,BY,52.6333,29.7333,58.39,63,74,10.0,broken clouds
648,Batagay-Alyta,RU,67.8006,130.4114,4.82,95,77,5.86,broken clouds
649,Jacareacanga,BR,-6.2222,-57.7528,89.65,57,82,3.78,broken clouds
650,Maceio,BR,-9.6658,-35.7353,80.04,83,75,2.3,broken clouds
651,Yenagoa,NG,4.9247,6.2642,84.42,74,98,6.85,light rain
652,Saint-Georges,GD,12.0564,-61.7485,83.88,74,75,24.16,broken clouds
653,Mogadishu,SO,2.0371,45.3438,81.37,84,100,17.69,overcast clouds
654,Garhi Khairo,PK,28.0606,67.9803,103.64,3,1,4.36,clear sky
655,Ashland,US,40.8167,-82.2665,77.97,58,82,6.6,broken clouds
656,Hasaki,JP,35.7333,140.8333,72.28,92,100,27.65,heavy intensity rain
657,Prince Rupert,CA,54.3161,-130.3201,46.49,69,40,17.27,scattered clouds
658,Ogaminana,NG,7.5946,6.2248,97.56,35,38,9.04,scattered clouds
659,Werda,BW,-25.2667,23.2833,73.13,20,79,4.92,broken clouds
660,Bom Conselho,BR,-9.1697,-36.6797,84.72,45,13,12.8,few clouds
661,Parrita,CR,9.5201,-84.3225,84.31,69,94,2.68,overcast clouds
662,Tarata,BO,-17.6167,-66.0167,72.68,28,6,4.34,clear sky
663,Magadan,RU,59.5667,150.8,34.54,99,100,4.79,snow
664,Kokopo,PG,-4.352,152.2633,78.21,80,86,4.27,overcast clouds
665,Zemio,CF,5.0314,25.1361,83.48,59,91,2.55,overcast clouds
666,Buala,SB,-8.145,159.5921,79.18,81,20,1.45,few clouds
667,Sistranda,NO,63.7256,8.834,44.56,82,100,21.3,light rain
668,Mount Isa,AU,-20.7333,139.5,58.77,82,0,5.75,clear sky
669,Gat,IL,31.61,34.7642,84.4,41,37,14.2,scattered clouds
670,Wanlaweyn,SO,2.6185,44.8938,80.89,76,100,18.14,overcast clouds
671,Opuwo,NA,-18.0607,13.84,79.0,19,0,1.12,clear sky
672,Port-Gentil,GA,-0.7193,8.7815,84.16,79,40,11.5,thunderstorm
673,Tuy Hoa,VN,13.0833,109.3,79.32,90,100,7.49,overcast clouds
674,San Miguel,SV,13.4833,-88.1833,89.26,59,0,5.75,clear sky
675,Amiens,FR,49.9,2.3,67.19,59,17,11.9,few clouds
676,Shimminato,JP,36.7833,137.0667,65.3,91,100,3.0,moderate rain
677,Taitung,TW,22.7583,121.1444,78.98,75,100,7.16,overcast clouds
678,Nevelsk,RU,46.6733,141.8633,44.4,93,100,5.03,overcast clouds
679,Harlingen,US,26.1906,-97.6961,87.98,70,0,16.11,clear sky
680,Churapcha,RU,62.0025,132.4325,39.83,92,100,11.5,light rain
681,Lensk,RU,60.7253,114.9278,38.93,92,100,6.67,overcast clouds
682,Ilabaya,PE,-17.4208,-70.5133,75.87,27,1,8.86,clear sky
683,Moose Factory,CA,51.2585,-80.6094,50.0,87,75,9.22,light rain
684,Monze,ZM,-16.2833,27.4833,70.45,55,82,6.6,broken clouds
685,La Plata,AR,-34.9215,-57.9545,64.02,53,79,7.47,broken clouds
686,Mizan Teferi,ET,6.9833,35.5833,66.78,87,76,1.72,light rain
687,Balkhash,KZ,46.844,74.9804,66.06,51,8,10.42,clear sky
688,Svetlaya,RU,46.5389,138.3297,46.54,83,100,2.71,overcast clouds
689,Korla,CN,41.7597,86.1469,70.39,13,100,18.41,overcast clouds
690,Caraquet,CA,47.7941,-64.9386,59.34,75,98,13.51,light rain
691,Durban,ZA,-29.8579,31.0292,70.92,89,29,4.0,scattered clouds
692,Port Lincoln,AU,-34.7333,135.8667,64.94,76,100,21.88,overcast clouds
693,Isangel,VU,-19.55,169.2667,73.51,65,100,14.94,overcast clouds
694,Orlik,RU,52.5178,99.825,40.53,41,18,1.3,few clouds
695,Pangnirtung,CA,66.1451,-65.7125,17.6,79,75,11.5,broken clouds
696,Bonao,DO,18.9369,-70.4092,85.23,61,83,7.7,broken clouds
